Price,Date,Open,High,Low,Close,Volume
Ticker,,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
774,2018-02-20,412.00711014725516,412.25102559002505,407.4834689705047,408.50347900390625,8458450
775,2018-02-21,412.45058669889517,413.55932284560043,408.9691593429379,412.1623229980469,11917390
776,2018-02-22,408.90261053188397,412.89407224413344,408.0156157508308,409.94482421875,11196908
777,2018-02-23,410.4105096203863,415.9985682500849,409.2352510749686,414.33544921875,10610664
778,2018-02-26,416.4420963139004,419.05873286668043,415.3777083070881,416.3090515136719,8435611
779,2018-02-27,416.44200818946643,423.89272266048624,416.1537445166383,421.5422058105469,14021366
780,2018-02-28,419.52434051090995,424.46931969824345,418.3047337134018,423.3384094238281,56650480
781,2018-03-01,421.20966257344213,425.71112984933194,419.5243693090288,420.6109313964844,8956590
782,2018-03-05,418.21598047526334,421.38696956075336,408.72518734655944,409.83392333984375,12325694
783,2018-03-06,412.00711873824434,415.20028250694145,401.40758777250045,403.9576721191406,16019726
784,2018-03-07,403.2480313712121,403.2480313712121,393.84593402581885,394.5998840332031,15853546
785,2018-03-08,398.1035170280937,405.576436098988,396.174338004416,404.2237548828125,13283967
786,2018-03-09,405.7538342286251,407.72739114449024,404.0463668910837,404.9555358886719,10638527
787,2018-03-12,408.01562893970726,413.8254286606652,406.92906695891503,412.5836181640625,8315150
788,2018-03-13,413.29323125963253,415.111569189153,408.61437125645455,413.27105712890625,11148731
789,2018-03-14,411.9183957064396,413.3597437741892,407.6608442887999,412.0292663574219,14724464
790,2018-03-15,410.2331154705453,412.20667232990036,403.58069857304235,404.37896728515625,12711836
791,2018-03-16,403.13716575670253,403.4476331783128,392.95897375235376,399.16790771484375,30814962
792,2018-03-19,399.589238030931,402.2058446955745,395.5977760360689,397.1500244140625,12630833
793,2018-03-20,396.1743186340249,400.9197009093,393.40246354843345,394.6220703125,15192983
794,2018-03-21,396.86173555599413,400.1879440540117,396.1743374881591,397.7709045410156,14715126
795,2018-03-22,397.3717615936067,404.44551653498024,397.2608909398997,402.7602233886719,22129723
796,2018-03-23,394.97687780729507,399.14573292427326,394.31165386627634,396.4404296875,23469999
797,2018-03-26,396.46258598165065,401.0527493880917,395.8195065959501,399.6335754394531,13227705
798,2018-03-27,402.3388964550956,403.9132892705213,397.8152259663807,399.0570068359375,15179544
799,2018-03-28,397.2830665066959,397.30524063751744,390.2758339322176,391.4732666015625,19160609
800,2018-04-02,396.0412781359688,399.56708355384876,393.1585817578689,396.01910400390625,12494499
801,2018-04-03,395.15430170155213,399.89968424895096,392.60418777137653,398.9461669921875,13922126
802,2018-04-04,401.2301284360106,404.3789436536117,395.61992562327055,396.8838806152344,14214534
803,2018-04-05,401.40752308873033,403.5806468475926,400.69792138615054,402.7823486328125,8527915
804,2018-04-06,402.69372291756196,407.3504090466722,401.36324539567084,404.0242004394531,9664888
805,2018-04-09,404.7115936047103,407.57214519694816,404.7115936047103,406.24163818359375,7813897
806,2018-04-10,407.3060073923331,409.74525040187257,405.42117681879716,406.7073059082031,8455132
807,2018-04-11,408.8139093699611,413.67016207371336,406.26379570278147,412.8275451660156,13140816
808,2018-04-12,412.384089513023,415.3998603057926,409.8783533656031,411.87408447265625,10822592
809,2018-04-13,413.64801194022664,417.63947383867537,411.8740519003454,416.3755187988281,12616816
810,2018-04-16,414.4241251155822,416.88554234364585,411.7853444537146,415.57720947265625,8934275
811,2018-04-17,416.88558542293777,420.0787492659531,415.11159564182384,418.7704162597656,9599816
812,2018-04-18,419.2139342103007,420.5222376293028,414.6902631674209,415.99859619140625,7360987
813,2018-04-19,416.4864055182277,419.10304182559247,414.6680675423455,417.9056091308594,9802587
814,2018-04-20,415.99854833693695,417.70598594346166,408.5478334589732,411.51922607421875,7326696
815,2018-04-23,412.4505270998989,418.814679359664,411.7853032709891,415.11151123046875,7674482
816,2018-04-24,415.0228613293041,432.71832045020943,414.66804564239425,430.2125549316406,19921115
817,2018-04-25,431.80920089006736,435.4236733280015,427.3299076735525,430.4122009277344,14079382
818,2018-04-26,431.5208661656325,438.1732824978865,426.7532804040321,432.5630798339844,34096999
