Price,Close,High,Low,Open,Volume
Ticker,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS
Date,,,,,
2000-01-03,40.911041259765625,41.00541729354864,39.146253012782886,39.146253012782886,3528277
2000-01-04,39.297245025634766,41.33571891762288,38.881998813179095,40.958222360845,3544397
2000-01-05,40.250423431396484,41.10922345302223,36.617029186740396,36.617029186740396,5849540
2000-01-06,41.92083740234375,43.39306648376146,40.580726482046245,40.580726482046245,10274966
2000-01-07,45.280540466308594,45.280540466308594,42.10958070063302,42.27945602772865,11477451
2000-01-10,48.8573112487793,48.90449926017222,46.80939889638726,48.88562255269248,8978430
2000-01-11,44.95023727416992,49.07437350690976,44.95023727416992,49.07437350690976,6303356
2000-01-12,45.34660339355469,46.43190508864783,43.2231955283694,45.299419140472715,4897855
2000-01-13,44.440616607666016,46.24315807512337,43.71393851132668,45.865661496256266,2952315
2000-01-14,45.12010955810547,45.865660590003706,43.97818524757543,44.346243465371835,5347397
2000-01-17,47.30957794189453,48.71574983878363,45.85622554932277,45.85622554932277,7738816
2000-01-18,46.80939483642578,47.65876018129755,46.25259213096991,47.375639652108994,4134762
2000-01-19,47.28126525878906,48.67799876139572,45.79015949565221,47.37564127662548,6371852
2000-01-20,44.4878044128418,47.18689554594646,44.091434885524485,47.18689554594646,2911586
2000-01-21,43.82718276977539,44.12918000037826,42.56257500258494,43.43081328326215,3633756
2000-01-24,40.3259162902832,44.52555136566165,40.3259162902832,43.41193840947733,5871546
2000-01-25,37.10777282714844,38.6743779151671,37.10777282714844,37.8155741805057,3684802
2000-01-26,37.10777282714844,37.10777282714844,37.10777282714844,37.10777282714844,0
2000-01-27,34.14443588256836,36.4282845454846,34.14443588256836,35.86203967799471,9020093
2000-01-28,33.06857681274414,34.35206144280202,31.775653828746663,32.27583774256088,13942903
2000-01-31,33.917938232421875,35.616665146967094,32.096524003111,32.30414522135498,14875954
2000-02-01,33.08744812011719,34.89942412120813,32.48345737218898,33.955686464085495,6294485
2000-02-02,33.99343490600586,35.27691942646131,33.66313011939111,34.729551304304294,4676810
2000-02-03,33.47438430786133,34.304873026723605,33.36113533383832,33.97456445848311,2037576
2000-02-04,33.77637481689453,33.96512309018109,32.61557763281486,33.78581316988539,4201025
2000-02-07,33.5593147277832,34.446429719985574,33.09688428329557,33.61594108755467,2468149
2000-02-08,34.08781051635742,34.89942245813074,33.31394447205622,33.785813278131364,3504831
2000-02-09,34.663490295410156,36.23953370221347,34.352058458219794,35.10704780435603,4440835
2000-02-10,34.182186126708984,34.899425880525484,33.974564883721364,34.899425880525484,1445348
2000-02-11,32.03989791870117,34.880549072600914,31.530279464229498,34.71067750687905,4107804
2000-02-14,29.784364700317383,32.08708611167416,29.482369342777783,32.08708611167416,3657229
2000-02-15,31.29434585571289,31.898338461225933,29.444620262566485,29.831553289658867,5135881
2000-02-16,31.115036010742188,32.42682995905111,30.98291221699883,32.42682995905111,1652627
2000-02-17,31.39815902709961,32.4645839933249,30.87910219535295,31.143347909246184,1841955
2000-02-18,29.104877471923828,31.520848078924292,28.88781787688674,31.332097909520005,2747217
2000-02-21,31.435909271240234,31.435909271240234,28.312135504938052,28.312135504938052,3511793
2000-02-22,33.955684661865234,33.955684661865234,32.143708756946104,32.82320253927037,3318248
2000-02-23,31.719032287597656,36.61703091077122,31.379287228745767,35.843168522413755,6547748
2000-02-24,32.134273529052734,33.011946405334655,31.322657850342264,32.2569570860235,2448914
2000-02-25,34.521934509277344,34.71068280964015,31.43591200959212,32.927017946498296,4658556
2000-02-28,34.172752380371094,34.72955516017492,32.860956412178005,34.72955516017492,3399023
2000-02-29,31.445344924926758,34.61630286142114,31.445344924926758,33.98400082343061,4357555
